日期,收盤價(還原權息),成交量
2008-04-29,30.239667892456055,1011000
2008-04-30,30.73400115966797,2132400
2008-05-01,31.177120208740234,2427400
2008-05-02,31.388105392456055,2571800
2008-05-05,31.288646697998047,2390000
2008-05-06,31.565954208374023,1962400
2008-05-07,30.824438095092773,2572200
2008-05-08,30.938983917236328,2026000
2008-05-09,30.77922821044922,1154800
2008-05-12,31.01735496520996,1270000
2008-05-13,31.13189125061035,1651000
2008-05-14,31.19822883605957,1394400
2008-05-15,31.831222534179688,2753200
2008-05-16,32.18087387084961,1879200
2008-05-19,32.34064483642578,1620000
2008-05-20,31.58405303955078,2195000
2008-05-21,31.336864471435547,1433400
2008-05-22,31.695585250854492,1098600
2008-05-23,30.85457992553711,1527200
2008-05-27,30.95706558227539,2138400
2008-05-28,31.098737716674805,2612000
